Nombre,Fecha,Descripcion,Observaciones,Pesos,Dolares
Franco Medina,2025-04-30,Colaborador,Revisar documento,1203995,0
Franco Medina,2025-04-27,Colaborador,Urgente,3736630,0
Franco Medina,2025-04-04,Colaborador,Revisar documento,1534993,0
Franco Medina,2025-04-22,Colaborador,Aprobado por gerencia,4168274,0
Franco Medina,2025-04-06,Colaborador,,2708142,0
Franco Medina,2025-04-20,Colaborador,Urgente,1439976,0
Franco Medina,2025-04-12,Colaborador,En proceso,0,1057
Franco Medina,2025-04-22,Colaborador,Pendiente de facturacion,2335215,0
Franco Medina,2025-04-18,Colaborador,Duplicado,0,944
Julieta Torres,2025-04-26,Colaborador,Manual,3269439,0
Julieta Torres,2025-04-07,Colaborador,Urgente,1516594,0
Julieta Torres,2025-04-09,Colaborador,Pendiente de facturacion,3121665,0
Julieta Torres,2025-04-03,Colaborador,Revisar documento,3087336,0
Julieta Torres,2025-04-15,Colaborador,Confirmado por cliente,1714002,0
Julieta Torres,2025-04-05,Colaborador,Confirmado por cliente,2494386,0
Julieta Torres,2025-04-14,Colaborador,En proceso,1719483,0
Julieta Torres,2025-04-28,Colaborador,Sin novedades,4479713,0
Julieta Torres,2025-04-15,Colaborador,,0,1176
Julieta Torres,2025-04-30,Colaborador,En proceso,1160338,0
Julieta Torres,2025-04-14,Colaborador,En proceso,0,860
Bruno Acosta,2025-04-26,Familia,Revisar documento,2528384,0
Bruno Acosta,2025-04-04,Familia,Manual,3154213,0
Bruno Acosta,2025-04-17,Familia,Aprobado por gerencia,3703201,0
Bruno Acosta,2025-04-15,Familia,Revisar documento,2732666,0
Bruno Acosta,2025-04-03,Familia,En proceso,3348710,0
Bruno Acosta,2025-04-22,Familia,Pendiente de facturacion,2111894,0
Bruno Acosta,2025-04-24,Familia,Aprobado por gerencia,4250753,0
Bruno Acosta,2025-04-19,Familia,,3932839,0
Bruno Acosta,2025-04-30,Familia,Duplicado,3264276,0
Bruno Acosta,2025-04-25,Familia,Sin novedades,2479686,0
Bruno Acosta,2025-04-01,Familia,Duplicado,4289233,0
Natalia Ruiz,2025-04-01,Familia,Manual,3142941,0
Natalia Ruiz,2025-04-20,Familia,Confirmado por cliente,1774477,0
Natalia Ruiz,2025-04-27,Familia,,3346988,0
Natalia Ruiz,2025-04-22,Familia,,2436443,0
Natalia Ruiz,2025-04-16,Familia,Confirmado por cliente,2866023,0
Natalia Ruiz,2025-04-02,Familia,Manual,3471830,0
Natalia Ruiz,2025-04-04,Familia,Sin novedades,1247311,0
Natalia Ruiz,2025-04-25,Familia,En proceso,3042612,0
Natalia Ruiz,2025-04-13,Familia,Pendiente de facturacion,4078392,0
Natalia Ruiz,2025-04-23,Familia,,0,764
Natalia Ruiz,2025-04-04,Familia,Aprobado por gerencia,3329618,0
Natalia Ruiz,2025-04-10,Familia,Aprobado por gerencia,3781110,0
Federico Molina,2025-04-04,Familia,Pendiente de facturacion,2877667,0
Federico Molina,2025-04-26,Familia,Aprobado por gerencia,3087071,0
Federico Molina,2025-04-23,Familia,Revisar documento,4401777,0
Federico Molina,2025-04-27,Familia,Duplicado,3087502,0
Federico Molina,2025-04-02,Familia,Pendiente de facturacion,4293199,0
Federico Molina,2025-04-22,Familia,Duplicado,1858392,0
Federico Molina,2025-04-07,Familia,En proceso,4352367,0
Federico Molina,2025-04-06,Familia,Urgente,3011809,0
Federico Molina,2025-04-16,Familia,En proceso,4451875,0
Federico Molina,2025-04-30,Familia,Manual,1384902,0
Federico Molina,2025-04-13,Familia,Confirmado por cliente,4646723,0
Federico Molina,2025-04-10,Familia,Duplicado,0,703
Eliana Lopez,2025-04-01,Familia,Duplicado,3527896,0
Eliana Lopez,2025-04-22,Familia,Duplicado,1760512,0
Eliana Lopez,2025-04-08,Familia,Urgente,4826598,0
Eliana Lopez,2025-04-22,Familia,Aprobado por gerencia,3502826,0
Eliana Lopez,2025-04-16,Familia,Confirmado por cliente,2670502,0
Eliana Lopez,2025-04-18,Familia,Revisar documento,0,1251
Eliana Lopez,2025-04-28,Familia,Urgente,3419614,0
Eliana Lopez,2025-04-23,Familia,Aprobado por gerencia,4225230,0
Eliana Lopez,2025-04-24,Familia,Aprobado por gerencia,2142482,0
Eliana Lopez,2025-04-04,Familia,Pendiente de facturacion,1108773,0
Eliana Lopez,2025-04-07,Familia,Manual,1598044,0
Eliana Lopez,2025-04-29,Familia,Manual,1456667,0
Eliana Lopez,2025-04-08,Familia,Revisar documento,2836472,0
Eliana Lopez,2025-04-21,Familia,Pendiente de facturacion,1652512,0
Diego Navarro,2025-04-12,Familia,Urgente,2516485,0
Diego Navarro,2025-04-01,Familia,En proceso,4351399,0
Diego Navarro,2025-04-18,Familia,Sin novedades,2101278,0
Diego Navarro,2025-04-10,Familia,Duplicado,2165467,0
Diego Navarro,2025-04-27,Familia,Duplicado,1093429,0
Diego Navarro,2025-04-22,Familia,Revisar documento,1290022,0
Diego Navarro,2025-04-22,Familia,Confirmado por cliente,1343664,0
Diego Navarro,2025-04-20,Familia,En proceso,4711251,0
Diego Navarro,2025-04-22,Familia,Revisar documento,3356922,0
Diego Navarro,2025-04-24,Familia,Confirmado por cliente,1219557,0
Diego Navarro,2025-04-09,Familia,,4301869,0
Diego Navarro,2025-04-27,Familia,Sin novedades,2195374,0
Diego Navarro,2025-04-20,Familia,Revisar documento,1842216,0
Diego Navarro,2025-04-08,Familia,Duplicado,4850804,0
Carlos Perez,2025-06-27,Colaborador,Urgente,0,1095
Carlos Perez,2025-06-02,Colaborador,Sin novedades,4185895,0
Carlos Perez,2025-06-18,Colaborador,Pendiente de facturacion,2469291,0
Carlos Perez,2025-06-08,Colaborador,Duplicado,2566665,0
Carlos Perez,2025-06-27,Colaborador,Manual,2912130,0
Carlos Perez,2025-06-16,Colaborador,Duplicado,2074876,0
Carlos Perez,2025-06-30,Colaborador,Duplicado,3114174,0
Carlos Perez,2025-06-26,Colaborador,Aprobado por gerencia,2847005,0
Carlos Perez,2025-06-30,Colaborador,Confirmado por cliente,1231342,0
Carlos Perez,2025-06-18,Colaborador,Urgente,0,805
Carlos Perez,2025-06-16,Colaborador,Duplicado,1760681,0
Carlos Perez,2025-06-04,Colaborador,,2427237,0
Carlos Perez,2025-06-12,Colaborador,Pendiente de facturacion,3451376,0
Carlos Perez,2025-06-29,Colaborador,Confirmado por cliente,4584349,0
Carlos Perez,2025-06-28,Colaborador,,1121088,0
Lucia Gomez,2025-06-11,Colaborador,Confirmado por cliente,2707353,0
Lucia Gomez,2025-06-08,Colaborador,Duplicado,1142200,0
Lucia Gomez,2025-06-14,Colaborador,Pendiente de facturacion,2230976,0
Lucia Gomez,2025-06-16,Colaborador,Duplicado,4454569,0
Lucia Gomez,2025-06-20,Colaborador,Sin novedades,3497964,0
Lucia Gomez,2025-06-07,Colaborador,Urgente,3752217,0
Lucia Gomez,2025-06-14,Colaborador,Urgente,1463157,0
Lucia Gomez,2025-06-25,Colaborador,Confirmado por cliente,4185626,0
Lucia Gomez,2025-06-27,Colaborador,Confirmado por cliente,3796394,0
Lucia Gomez,2025-06-25,Colaborador,Duplicado,4193864,0
Lucia Gomez,2025-06-10,Colaborador,Sin novedades,1506586,0
Lucia Gomez,2025-06-12,Colaborador,Aprobado por gerencia,2370545,0
Lucia Gomez,2025-06-21,Colaborador,Duplicado,3504456,0
Martin Fernandez,2025-06-26,Colaborador,Manual,2822015,0
Martin Fernandez,2025-06-24,Colaborador,Revisar documento,4361710,0
Martin Fernandez,2025-06-10,Colaborador,En proceso,0,1080
Martin Fernandez,2025-06-17,Colaborador,Urgente,3599122,0
Martin Fernandez,2025-06-13,Colaborador,Manual,4152326,0
Martin Fernandez,2025-06-18,Colaborador,Pendiente de facturacion,3145608,0
Martin Fernandez,2025-06-28,Colaborador,Sin novedades,4141197,0
Martin Fernandez,2025-06-18,Colaborador,Urgente,2445652,0
Martin Fernandez,2025-06-09,Colaborador,Revisar documento,0,773
Martin Fernandez,2025-06-12,Colaborador,Duplicado,875131,0
Martin Fernandez,2025-06-20,Colaborador,Aprobado por gerencia,2783561,0
Martin Fernandez,2025-06-08,Colaborador,Urgente,3023779,0
Martin Fernandez,2025-06-19,Colaborador,Manual,2255307,0
Martin Fernandez,2025-06-16,Colaborador,Manual,3505179,0
Sofia Herrera,2025-06-16,Colaborador,Confirmado por cliente,2723808,0
Sofia Herrera,2025-06-30,Colaborador,Pendiente de facturacion,3690018,0
Sofia Herrera,2025-06-08,Colaborador,Sin novedades,3859482,0
Sofia Herrera,2025-06-19,Colaborador,Manual,2118554,0
Sofia Herrera,2025-06-08,Colaborador,,4937055,0
Sofia Herrera,2025-06-18,Colaborador,Aprobado por gerencia,3899973,0
Sofia Herrera,2025-06-07,Colaborador,En proceso,2622500,0
Sofia Herrera,2025-06-06,Colaborador,Aprobado por gerencia,1923154,0
Sofia Herrera,2025-06-07,Colaborador,Duplicado,2417935,0
Sofia Herrera,2025-06-02,Colaborador,Duplicado,2311733,0
Sofia Herrera,2025-06-05,Colaborador,Sin novedades,1262080,0
Julian Diaz,2025-06-30,Colaborador,Manual,898456,0
Julian Diaz,2025-06-27,Colaborador,Manual,1704913,0
Julian Diaz,2025-06-07,Colaborador,Urgente,3302327,0
Julian Diaz,2025-06-23,Colaborador,Confirmado por cliente,2675063,0
Julian Diaz,2025-06-01,Colaborador,,1522036,0
Julian Diaz,2025-06-28,Colaborador,Urgente,1746212,0
Julian Diaz,2025-06-01,Colaborador,Duplicado,2976585,0
Julian Diaz,2025-06-22,Colaborador,Duplicado,4831240,0
Julian Diaz,2025-06-16,Colaborador,Duplicado,3255553,0
Julian Diaz,2025-06-17,Colaborador,Aprobado por gerencia,1168113,0
Julian Diaz,2025-06-18,Colaborador,Sin novedades,2609945,0
Julian Diaz,2025-06-11,Colaborador,Aprobado por gerencia,4538235,0
Julian Diaz,2025-06-28,Colaborador,Manual,2826027,0
Valentina Rios,2025-06-12,Colaborador,Duplicado,2088585,0
Valentina Rios,2025-06-04,Colaborador,Aprobado por gerencia,1488026,0
Valentina Rios,2025-06-26,Colaborador,Duplicado,1147011,0
Valentina Rios,2025-06-12,Colaborador,Aprobado por gerencia,1838221,0
Valentina Rios,2025-06-18,Colaborador,Urgente,3537708,0
Valentina Rios,2025-06-12,Colaborador,Pendiente de facturacion,1078854,0
Valentina Rios,2025-06-03,Colaborador,En proceso,0,1029
Valentina Rios,2025-06-24,Colaborador,Sin novedades,2235778,0
Valentina Rios,2025-06-24,Colaborador,Duplicado,3747545,0
Valentina Rios,2025-06-03,Colaborador,Sin novedades,4002519,0
Valentina Rios,2025-06-14,Colaborador,Sin novedades,3060038,0
Valentina Rios,2025-06-15,Colaborador,Aprobado por gerencia,0,793
Emilio Castro,2025-06-10,Colaborador,Manual,4878174,0
Emilio Castro,2025-06-11,Colaborador,Revisar documento,4385616,0
Emilio Castro,2025-06-14,Colaborador,Aprobado por gerencia,2857042,0
Emilio Castro,2025-06-26,Colaborador,Aprobado por gerencia,1446098,0
Emilio Castro,2025-06-09,Colaborador,Pendiente de facturacion,3510410,0
Emilio Castro,2025-06-01,Colaborador,Revisar documento,3797086,0
Emilio Castro,2025-06-05,Colaborador,Pendiente de facturacion,2850681,0
Emilio Castro,2025-06-30,Colaborador,Duplicado,843443,0
Emilio Castro,2025-06-18,Colaborador,Revisar documento,1449901,0
Emilio Castro,2025-06-23,Colaborador,Confirmado por cliente,2258488,0
Emilio Castro,2025-06-18,Colaborador,Urgente,3001647,0
Camila Morales,2025-06-07,Colaborador,En proceso,2119520,0
Camila Morales,2025-06-22,Colaborador,Aprobado por gerencia,4129634,0
Camila Morales,2025-06-21,Colaborador,Confirmado por cliente,3641896,0
Camila Morales,2025-06-21,Colaborador,Revisar documento,3875032,0
Camila Morales,2025-06-28,Colaborador,Urgente,2420758,0
Camila Morales,2025-06-05,Colaborador,Manual,845782,0
Camila Morales,2025-06-14,Colaborador,En proceso,1065296,0
Camila Morales,2025-06-16,Colaborador,Aprobado por gerencia,4069281,0
Camila Morales,2025-06-02,Colaborador,Manual,3214431,0
Camila Morales,2025-06-20,Colaborador,Aprobado por gerencia,3100433,0
Camila Morales,2025-06-16,Colaborador,Confirmado por cliente,1759882,0
Camila Morales,2025-06-21,Colaborador,Sin novedades,3420795,0
Camila Morales,2025-06-26,Colaborador,Manual,3882945,0
Camila Morales,2025-06-24,Colaborador,Confirmado por cliente,1743622,0
Camila Morales,2025-06-22,Colaborador,En proceso,2397232,0
Franco Medina,2025-06-27,Colaborador,Aprobado por gerencia,4885121,0
Franco Medina,2025-06-19,Colaborador,Manual,4489368,0
Franco Medina,2025-06-28,Colaborador,Pendiente de facturacion,1461907,0
Franco Medina,2025-06-01,Colaborador,Confirmado por cliente,4973270,0
Franco Medina,2025-06-06,Colaborador,Pendiente de facturacion,2896156,0
Franco Medina,2025-06-03,Colaborador,Duplicado,3218074,0
Franco Medina,2025-06-19,Colaborador,En proceso,2140524,0
Franco Medina,2025-06-11,Colaborador,En proceso,1167746,0
Franco Medina,2025-06-02,Colaborador,Sin novedades,4505299,0
Franco Medina,2025-06-28,Colaborador,,2726159,0
Franco Medina,2025-06-18,Colaborador,Manual,2972194,0
Franco Medina,2025-06-12,Colaborador,Aprobado por gerencia,2600524,0
Julieta Torres,2025-06-09,Colaborador,En proceso,4688579,0
Julieta Torres,2025-06-03,Colaborador,Revisar documento,1733565,0
Julieta Torres,2025-06-27,Colaborador,Revisar documento,4095712,0
Julieta Torres,2025-06-25,Colaborador,Revisar documento,1230681,0
Julieta Torres,2025-06-17,Colaborador,Pendiente de facturacion,1151807,0
Julieta Torres,2025-06-12,Colaborador,Pendiente de facturacion,2942413,0
Julieta Torres,2025-06-10,Colaborador,Revisar documento,3828847,0
Julieta Torres,2025-06-23,Colaborador,Duplicado,4874323,0
Julieta Torres,2025-06-14,Colaborador,Aprobado por gerencia,1786495,0
Julieta Torres,2025-06-04,Colaborador,Revisar documento,1676245,0
Julieta Torres,2025-06-21,Colaborador,Urgente,0,1177
Julieta Torres,2025-06-11,Colaborador,Pendiente de facturacion,0,774
Bruno Acosta,2025-06-05,Familia,Duplicado,2052154,0
Bruno Acosta,2025-06-27,Familia,Manual,1585001,0
Bruno Acosta,2025-06-15,Familia,Manual,0,1142
Bruno Acosta,2025-06-17,Familia,Revisar documento,2166698,0
Bruno Acosta,2025-06-17,Familia,Sin novedades,2004237,0
Bruno Acosta,2025-06-07,Familia,Aprobado por gerencia,1665052,0
Bruno Acosta,2025-06-19,Familia,Aprobado por gerencia,0,950
Bruno Acosta,2025-06-27,Familia,En proceso,4545963,0
Bruno Acosta,2025-06-14,Familia,Pendiente de facturacion,940881,0
Bruno Acosta,2025-06-20,Familia,Sin novedades,2954645,0
Natalia Ruiz,2025-06-24,Familia,Manual,4643226,0
Natalia Ruiz,2025-06-12,Familia,Duplicado,4040531,0
Natalia Ruiz,2025-06-24,Familia,,863186,0
Natalia Ruiz,2025-06-21,Familia,Duplicado,1134021,0
Natalia Ruiz,2025-06-25,Familia,Revisar documento,2617968,0
Natalia Ruiz,2025-06-23,Familia,Sin novedades,4774562,0
Natalia Ruiz,2025-06-03,Familia,Urgente,1141546,0
Natalia Ruiz,2025-06-07,Familia,Pendiente de facturacion,1677928,0
Natalia Ruiz,2025-06-26,Familia,,1592484,0
Natalia Ruiz,2025-06-18,Familia,Pendiente de facturacion,3741162,0
Natalia Ruiz,2025-06-29,Familia,Aprobado por gerencia,2847204,0
Natalia Ruiz,2025-06-18,Familia,En proceso,0,960
Natalia Ruiz,2025-06-20,Familia,Manual,4958773,0
Natalia Ruiz,2025-06-22,Familia,Urgente,3927178,0
Natalia Ruiz,2025-06-02,Familia,Pendiente de facturacion,4715635,0
Federico Molina,2025-06-25,Familia,Pendiente de facturacion,1045567,0
Federico Molina,2025-06-27,Familia,Urgente,1057008,0
Federico Molina,2025-06-26,Familia,Sin novedades,0,851
Federico Molina,2025-06-29,Familia,Confirmado por cliente,4476918,0
Federico Molina,2025-06-26,Familia,Confirmado por cliente,2203499,0
Federico Molina,2025-06-15,Familia,Manual,1989080,0
Federico Molina,2025-06-29,Familia,Aprobado por gerencia,3832026,0
Federico Molina,2025-06-07,Familia,Pendiente de facturacion,3841569,0
Federico Molina,2025-06-08,Familia,Pendiente de facturacion,2325324,0
Federico Molina,2025-06-15,Familia,Confirmado por cliente,973105,0
Federico Molina,2025-06-29,Familia,Manual,4856964,0
Federico Molina,2025-06-29,Familia,Confirmado por cliente,4523094,0
Federico Molina,2025-06-27,Familia,Duplicado,4445814,0
Eliana Lopez,2025-06-26,Familia,Aprobado por gerencia,4147424,0
Eliana Lopez,2025-06-20,Familia,,4852683,0
Eliana Lopez,2025-06-13,Familia,Manual,2337953,0
Eliana Lopez,2025-06-24,Familia,En proceso,1668498,0
Eliana Lopez,2025-06-25,Familia,Revisar documento,0,976
Eliana Lopez,2025-06-10,Familia,Pendiente de facturacion,2294341,0
Eliana Lopez,2025-06-29,Familia,Revisar documento,3677679,0
Eliana Lopez,2025-06-05,Familia,Aprobado por gerencia,4808186,0
Eliana Lopez,2025-06-12,Familia,Duplicado,978373,0
Eliana Lopez,2025-06-05,Familia,,1959863,0
Eliana Lopez,2025-06-23,Familia,Revisar documento,3045829,0
Eliana Lopez,2025-06-26,Familia,Urgente,2775032,0
Eliana Lopez,2025-06-23,Familia,,2485596,0
Eliana Lopez,2025-06-23,Familia,Confirmado por cliente,4120627,0
Diego Navarro,2025-06-12,Familia,Aprobado por gerencia,2212986,0
Diego Navarro,2025-06-19,Familia,Duplicado,2419233,0
Diego Navarro,2025-06-16,Familia,Duplicado,822362,0
Diego Navarro,2025-06-10,Familia,Urgente,3379123,0
Diego Navarro,2025-06-22,Familia,Confirmado por cliente,2467860,0
Diego Navarro,2025-06-26,Familia,,4354820,0
Diego Navarro,2025-06-13,Familia,Sin novedades,0,948
Diego Navarro,2025-06-04,Familia,En proceso,4652798,0
Diego Navarro,2025-06-13,Familia,Confirmado por cliente,4130524,0
Diego Navarro,2025-06-17,Familia,Pendiente de facturacion,1078109,0
Diego Navarro,2025-06-29,Familia,Sin novedades,1652349,0
Diego Navarro,2025-06-14,Familia,Manual,4860758,0
Carlos Perez,5/2/2025,Colaboradores,,1358718,0
Carlos Perez,5/1/2025,Colaboradores,Sin novedades,1933926,0
Carlos Perez,5/16/2025,Colaboradores,En proceso,4298892,0
Carlos Perez,5/31/2025,Colaboradores,Sin novedades,0,978
Carlos Perez,5/8/2025,Colaboradores,Urgente,0,1172
Carlos Perez,5/18/2025,Colaboradores,En proceso,4864922,0
Lucia Gomez,5/7/2025,Colaboradores,Confirmado por cliente,3716106,0
Lucia Gomez,5/26/2025,Colaboradores,Sin novedades,2836073,0
Lucia Gomez,5/26/2025,Colaboradores,Revisar documento,0,956
Lucia Gomez,5/28/2025,Colaboradores,Confirmado por cliente,1828009,0
Lucia Gomez,5/26/2025,Colaboradores,Sin novedades,0,837
Lucia Gomez,5/9/2025,Colaboradores,Urgente,1202508,0
Lucia Gomez,5/10/2025,Colaboradores,Revisar documento,3481422,0
Lucia Gomez,5/19/2025,Colaboradores,Sin novedades,1730626,0
Lucia Gomez,5/12/2025,Colaboradores,,1354579,0
Lucia Gomez,5/7/2025,Colaboradores,Sin novedades,0,721
Martin Fernandez,5/31/2025,Colaboradores,En proceso,2252624,0
Martin Fernandez,5/10/2025,Colaboradores,Aprobado por gerencia,1386479,0
Martin Fernandez,5/21/2025,Colaboradores,En proceso,3575825,0
Martin Fernandez,5/30/2025,Colaboradores,Revisar documento,0,1085
Martin Fernandez,5/26/2025,Colaboradores,Confirmado por cliente,0,965
Martin Fernandez,5/3/2025,Colaboradores,Sin novedades,2505366,0
Martin Fernandez,5/3/2025,Colaboradores,Pendiente de facturacion,4922201,0
Sofia Herrera,5/26/2025,Colaboradores,Aprobado por gerencia,3354403,0
Sofia Herrera,5/11/2025,Colaboradores,Sin novedades,0,940
Sofia Herrera,5/4/2025,Colaboradores,,0,994
Sofia Herrera,5/26/2025,Colaboradores,Pendiente de facturacion,2246954,0
Sofia Herrera,5/26/2025,Colaboradores,Confirmado por cliente,3746494,0
Sofia Herrera,5/16/2025,Colaboradores,Duplicado,0,875
Sofia Herrera,5/2/2025,Colaboradores,Manual,3061780,0
Sofia Herrera,5/16/2025,Colaboradores,En proceso,3273820,0
Sofia Herrera,5/2/2025,Colaboradores,,2278600,0
Julian Diaz,5/22/2025,Colaboradores,Manual,1376079,0
Julian Diaz,5/2/2025,Colaboradores,Sin novedades,3638066,0
Julian Diaz,5/9/2025,Colaboradores,Confirmado por cliente,0,904
Julian Diaz,5/12/2025,Colaboradores,Revisar documento,1794120,0
Julian Diaz,5/25/2025,Colaboradores,Duplicado,4361576,0
